codigo,descricao,codigo_classe
03461,BATENTE PORTA                                                                                       ,5680
03462,BATERIA TELEFONE CELULAR                                                                            ,6140
03463,BATERIA - COMPUTADOR                                                                                ,6135
03464,BATERIA - FLASH                                                                                     ,6760
03465,BATERIA FILMADORA                                                                                   ,6140
03466,"BATERIA ""NO BREAK""                                                                                  ",6130
03467,BATERIA AUTOMOTIVA                                                                                  ,6140
03467,BATERIA AUTOMOTIVA                                                                                  ,6140
03467,BATERIA AUTOMOTIVA                                                                                  ,6140
03467,BATERIA AUTOMOTIVA                                                                                  ,6140
03467,BATERIA AUTOMOTIVA                                                                                  ,6140
03468,BATERIA ACUMULADOR                                                                                  ,6135
03469,BATERIA SELADA                                                                                      ,6135
03470,BATERIA NAO RECARREGAVEL DE VEICULO                                                                 ,6135
03471,BATERIA NAO RECARREGAVEL TIPO AUTOMOTIVA                                                            ,6135
03472,BATERIA NAO RECARREGAVEL TIPO PILHA                                                                 ,6135
03473,BATERIA PARA DISTANCIOMETRO                                                                         ,6135
03474,BATERIA RÁDIO TRANSCEPTOR                                                                           ,6135
03474,BATERIA RÁDIO TRANSCEPTOR                                                                           ,6135
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03475,BATERIA RECARREGÁVEL                                                                                ,6140
03476,BATERIA RECARREGAVEL - AERONAVE                                                                     ,6140
03477,BATERIA RECARREGAVEL TIPO AUTOMOTIVA                                                                ,6140
03478,BATERIA RECARREGAVEL TIPO PILHA                                                                     ,6140
03479,BATERIA NÃO RECARREGÁVEL                                                                            ,6135
03479,BATERIA NÃO RECARREGÁVEL                                                                            ,6135
03479,BATERIA NÃO RECARREGÁVEL                                                                            ,6135
03479,BATERIA NÃO RECARREGÁVEL                                                                            ,6135
03479,BATERIA NÃO RECARREGÁVEL                                                                            ,6135
03479,BATERIA NÃO RECARREGÁVEL                                                                            ,6135
03480,BATERIA TERMICA                                                                                     ,6135
03481,BATERIA TRACIONARIA                                                                                 ,6140
03482,BATITERMOGRAFO                                                                                      ,6695
03483,BATOTERMOGRAFO                                                                                      ,6695
03484,BATUTA DE REGENTE                                                                                   ,7720
03484,BATUTA DE REGENTE                                                                                   ,7720
03485,BAU FERRAMENTAS                                                                                     ,5140
03486,BAUXITA                                                                                             ,9610
03487,BAUXITA SINTETIZADA                                                                                 ,6850
03488,PEÇAS E ACESSÓRIOS PURIFICADOR ÁGUA                                                                 ,4610
03488,PEÇAS E ACESSÓRIOS PURIFICADOR ÁGUA                                                                 ,4610
03488,PEÇAS E ACESSÓRIOS PURIFICADOR ÁGUA                                                                 ,4610
03488,PEÇAS E ACESSÓRIOS PURIFICADOR ÁGUA                                                                 ,4610
03488,PEÇAS E ACESSÓRIOS PURIFICADOR ÁGUA                                                                 ,4610
03488,PEÇAS E ACESSÓRIOS PURIFICADOR ÁGUA                                                                 ,4610
03488,PEÇAS E ACESSÓRIOS PURIFICADOR ÁGUA                                                                 ,4610
03488,PEÇAS E ACESSÓRIOS PURIFICADOR ÁGUA                                                                 ,4610
03488,PEÇAS E ACESSÓRIOS PURIFICADOR ÁGUA                                                                 ,4610
03489,BEBEDOURO ÁGUA                                                                                      ,4110
03489,BEBEDOURO ÁGUA                                                                                      ,4110
03489,BEBEDOURO ÁGUA                                                                                      ,4110
03489,BEBEDOURO ÁGUA                                                                                      ,4110
03490,BEBEDOURO NAO REFRIGERADO PARA GARRAFAO                                                             ,4610
03491,BEBEDOURO ANIMAL LABORATÓRIO                                                                        ,3770
03492,BEBEDOURO ÁGUA GARRAFÃO                                                                             ,4110
03492,BEBEDOURO ÁGUA GARRAFÃO                                                                             ,4110
03493,BEBEDOURO SUÍNO                                                                                     ,3770
03493,BEBEDOURO SUÍNO                                                                                     ,3770
03494,BEBIDA ALCOÓLICA                                                                                    ,8965
03494,BEBIDA ALCOÓLICA                                                                                    ,8965
03495,VINHO                                                                                               ,8965
03496,BENGALA                                                                                             ,6515
03497,BEZAFIBRATO INATIVO TEM OUTRO                                                                       ,6505
03498,BENZENO                                                                                             ,6810
03499,BENZIDINA                                                                                           ,6810
03500,BENZINA                                                                                             ,6810
03501,6-BENZILAMINOPURINA                                                                                 ,6810
03502,BENZIMIDA                                                                                           ,6810
03503,BENZOATO DE SÓDIO                                                                                   ,6505
03504,BENZOCAÍNA                                                                                          ,6505
03505,ANTRACENO                                                                                           ,6810
03506,BENZOILMETRONIDAZOL                                                                                 ,6505
03507,BENZOÍNA                                                                                            ,6810
03508,BERÇO                                                                                               ,7105
03508,BERÇO                                                                                               ,7105
03508,BERÇO                                                                                               ,7105
03509,BERINGELA IN - NATURA                                                                               ,8915
03510,BERTALHA IN - NATURA                                                                                ,8915
03511,ANLODIPINA BESILATO INATIVADO TEM OUTRO                                                             ,6505
03512,ATRACÚRIO BESILATO                                                                                  ,6505
03513,CICLODEXTRINA                                                                                       ,6810
03514,LOMITAPIDA                                                                                          ,6505
03515,BETAMETASONA                                                                                        ,6810
03515,BETAMETASONA                                                                                        ,6810
03516,BETERRABA IN - NATURA                                                                               ,8915
03517,BETONITA ATIVADA                                                                                    ,5610
03518,IODETO DE MERCÚRIO II                                                                               ,6810
03519,BICALUTAMIDA                                                                                        ,6505
03519,BICALUTAMIDA                                                                                        ,6505
03520,BICARBONATO DE SÓDIO                                                                                ,6810
03521,BICARBONATO DE POTÁSSIO                                                                             ,6810
03522,BICICLETA ERGOMÉTRICA                                                                               ,7830
03523,BICICLETA HORIZONTAL                                                                                ,6530
03523,BICICLETA HORIZONTAL USO MÉDICO                                                                     ,6530
03524,BICO ASPERSOR MANGUEIRA COMBATE A INCÊNDIO                                                          ,4210
03525,BICO BOMBA INJETORA COMBUSTÍVEL                                                                     ,2910
03525,BICO BOMBA INJETORA COMBUSTÍVEL                                                                     ,2910
03525,BICO BOMBA INJETORA COMBUSTÍVEL                                                                     ,2910
03525,BICO BOMBA INJETORA COMBUSTÍVEL                                                                     ,2910
03526,BICO DE ALICATE REBITADOR                                                                           ,5120
03527,BICO LUBRIFICAÇÃO                                                                                   ,4930
03528,BICO DE BÜNSEN                                                                                      ,6640
03529,UTENSÍLIOS / ACESSÓRIOS PARA CONFEITAR                                                              ,7330
03529,UTENSÍLIOS / ACESSÓRIOS PARA CONFEITAR                                                              ,7330
03529,UTENSÍLIOS / ACESSÓRIOS PARA CONFEITAR                                                              ,7330
03529,UTENSÍLIOS / ACESSÓRIOS PARA CONFEITAR                                                              ,7330
03529,UTENSÍLIOS / ACESSÓRIOS PARA CONFEITAR                                                              ,7330
03529,UTENSÍLIOS / ACESSÓRIOS PARA CONFEITAR                                                              ,7330
03530,BICO MAMADEIRA                                                                                      ,9999
03531,BICO MANGUEIRA                                                                                      ,4730
03532,BICO DE MECKER                                                                                      ,6640
03533,BICO SOLDAGEM                                                                                       ,3433
03534,BICO ENCHER BOLA                                                                                    ,7810
03535,BICO INJETOR JATEAMENTO DE AREIA                                                                    ,3460
03536,BICO INJETOR MOTOR DE EMBARCAÇÃO                                                                    ,2815
03537,REPARO DISPENSER HIGIENIZADOR                                                                       ,7240
03538,BICO PNEU SEM CÂMARA                                                                                ,2640
03538,BICO PNEU SEM CÂMARA                                                                                ,2640
03538,BICO PNEU SEM CÂMARA                                                                                ,2640
03539,BOROHIDRETO DE TETRABUTILAMÔNIO                                                                     ,6810
03540,"2,2-AZINO BIS(ÁCIDO 3-ETILBENZOTIAZOLINA-6-SUFÔNIC                                                  ",6810
03540,"2,2-AZINO BIS(ÁCIDO 3-ETILBENZOTIAZOLINA-6-SUFÔNIC                                                  ",6810
03541,BIDISTILADOR                                                                                        ,6640
03542,BIELA DE MOTOR A ALCOOL                                                                             ,2805
03543,BIELA MOTOR A DIESEL                                                                                ,2815
03543,BIELA MOTOR A DIESEL                                                                                ,2815
03544,BIELA DE MOTOR A GAS                                                                                ,2805
03545,BIELA DE MOTOR A GASOLINA                                                                           ,2805
03546,BIELA MOTOR A VAPOR                                                                                 ,2820
03547,BIELA MOTOR DE EMBARCACAO                                                                           ,2815
03548,BICARBONATO DE SÓDIO DILUÍDO                                                                        ,6810
03549,ÓXIDO DE ANTIMÔNIO                                                                                  ,6810
03550,TRIAZINA                                                                                            ,6810
03551,BIFONAZOL                                                                                           ,6505
03552,BIFTALATO DE POTÁSSIO                                                                               ,6810
03553,BIGORNA                                                                                             ,5120
